c_ip c_pt c_all_pkts c_rst_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_ip s_pt s_all_pkts s_rst_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts unix_ts_millis unix_te_millis protocol s_origin_tls_chello s_origin_tls_shello c_http_version s_http_version s_origin_dns_request s_hostname connection_id datetime_ts datetime_te app_token app_proto c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits
192.168.84.55 54070 16 0 1085 7 0 0 0 1 1 82.195.75.112 443 21 0 17582 12 0 0 0 1 1 40185.230712890625 45943.688720703125 8192 wiki.debian.org - 160 0 wiki.debian.org - 82.195.75.112@443_192.168.84.55@54070 "1970-01-01 00:00:40.185230713" "1970-01-01 00:00:45.943688721" wiki.debian.org HTTP/1.x-HTTP/2_null 1.06KB 17.17KB "0.00 kbits" "0.02 kbits"
192.168.84.55 46786 12 0 1915 3 0 0 0 1 1 23.51.48.218 443 11 0 4197 5 1 31 0 1 1 33943.314697265625 53568.284912109375 8192 time.akamai.com time.akamai.com 160 32 time.akamai.com - 23.51.48.218@443_192.168.84.55@46786 "1970-01-01 00:00:33.943314697" "1970-01-01 00:00:53.568284912" time.akamai.com HTTP/1.x-HTTP/2_HTTP/1.x 1.87KB 4.10KB "0.00 kbits" "0.00 kbits"
192.168.84.55 49182 11 0 1837 3 0 0 0 1 1 216.58.205.35 443 10 0 6724 3 0 0 0 1 1 2637.426513671875 63575.910888671875 8192 update.googleapis.com - 160 0 update.googleapis.com - 216.58.205.35@443_192.168.84.55@49182 "1970-01-01 00:00:02.637426514" "1970-01-01 00:01:03.575910889" update.googleapis.com HTTP/1.x-HTTP/2_null 1.79KB 6.57KB "0.00 kbits" "0.00 kbits"
192.168.84.55 56326 11 0 1851 3 0 0 0 1 1 172.217.18.106 443 10 0 6766 3 0 0 0 1 1 10729.335693359375 71608.11376953125 8192 optimizationguide-pa.googleapis.com - 160 0 optimizationguide-pa.googleapis.com - 172.217.18.106@443_192.168.84.55@56326 "1970-01-01 00:00:10.729335693" "1970-01-01 00:01:11.608113770" pa.googleapis.com HTTP/1.x-HTTP/2_null 1.81KB 6.61KB "0.00 kbits" "0.00 kbits"
192.168.84.55 38658 11 0 1865 3 0 0 0 1 1 13.226.175.87 443 11 0 6215 4 0 0 0 1 1 12977.097900390625 73601.03588867188 8192 search.discovery.indazn.com - 160 0 search.discovery.indazn.com - 13.226.175.87@443_192.168.84.55@38658 "1970-01-01 00:00:12.977097900" "1970-01-01 00:01:13.601035889" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.82KB 6.07KB "0.00 kbits" "0.00 kbits"
192.168.84.55 45242 11 0 1786 3 0 0 0 1 1 108.157.188.43 443 10 0 6174 3 0 0 0 1 1 13060.4619140625 73601.06787109375 8192 cdn.dazn.com - 160 0 cdn.dazn.com - 108.157.188.43@443_192.168.84.55@45242 "1970-01-01 00:00:13.060461914" "1970-01-01 00:01:13.601067871" cdn.dazn.com HTTP/1.x-HTTP/2_null 1.74KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 49186 11 0 1899 3 0 0 0 1 1 18.66.218.120 443 11 0 6179 4 0 0 0 1 1 12861.643798828125 73601.07373046875 8192 youth-protection.dazn-api.com - 160 0 youth-protection.dazn-api.com - 18.66.218.120@443_192.168.84.55@49186 "1970-01-01 00:00:12.861643799" "1970-01-01 00:01:13.601073730" protection.dazn-api.com HTTP/1.x-HTTP/2_null 1.85KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 38318 11 0 1901 3 0 0 0 1 1 108.157.188.85 443 11 0 6198 4 0 0 0 1 1 12861.78369140625 73601.1044921875 8192 resource-strings.acc.indazn.com - 160 0 resource-strings.acc.indazn.com - 108.157.188.85@443_192.168.84.55@38318 "1970-01-01 00:00:12.861783691" "1970-01-01 00:01:13.601104492" acc.indazn.com HTTP/1.x-HTTP/2_null 1.86KB 6.05KB "0.00 kbits" "0.00 kbits"
192.168.84.55 50234 11 0 1807 3 0 0 0 1 1 18.66.196.39 443 10 0 6215 3 0 0 0 1 1 12977.173828125 73601.11181640625 8192 content-item.discovery.indazn.com - 160 0 content-item.discovery.indazn.com - 18.66.196.39@443_192.168.84.55@50234 "1970-01-01 00:00:12.977173828" "1970-01-01 00:01:13.601111816" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.76KB 6.07KB "0.00 kbits" "0.00 kbits"
192.168.84.55 39146 11 0 1833 3 0 0 0 1 1 108.138.192.93 443 10 0 6250 3 0 0 0 1 1 13060.3447265625 73601.11889648438 8192 images.discovery.indazn.com - 160 0 images.discovery.indazn.com - 108.138.192.93@443_192.168.84.55@39146 "1970-01-01 00:00:13.060344727" "1970-01-01 00:01:13.601118896" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.79KB 6.10KB "0.00 kbits" "0.00 kbits"
192.168.84.55 60108 12 0 1818 3 0 0 0 1 1 99.86.159.117 443 12 0 6223 5 0 0 0 1 1 12774.251708984375 73601.12670898438 8192 www.dazn.com - 160 0 www.dazn.com - 99.86.159.117@443_192.168.84.55@60108 "1970-01-01 00:00:12.774251709" "1970-01-01 00:01:13.601126708" www.dazn.com HTTP/1.x-HTTP/2_null 1.78KB 6.08KB "0.00 kbits" "0.00 kbits"
192.168.84.55 44826 11 0 1823 3 0 0 0 1 1 104.19.177.52 443 9 0 3791 3 0 0 0 1 1 12758.376708984375 73601.13671875 8192 cdn.cookielaw.org - 160 0 cdn.cookielaw.org - 104.19.177.52@443_192.168.84.55@44826 "1970-01-01 00:00:12.758376709" "1970-01-01 00:01:13.601136719" cdn.cookielaw.org HTTP/1.x-HTTP/2_null 1.78KB 3.70KB "0.00 kbits" "0.00 kbits"
192.168.84.55 45384 11 0 1855 3 0 0 0 1 1 108.157.186.76 443 11 0 6175 4 0 0 0 1 1 12758.6279296875 73607.43774414062 8192 static.dazndn.com - 160 0 static.dazndn.com - 108.157.186.76@443_192.168.84.55@45384 "1970-01-01 00:00:12.758627930" "1970-01-01 00:01:13.607437744" static.dazndn.com HTTP/1.x-HTTP/2_null 1.81KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 39594 11 0 1872 3 0 0 0 1 1 142.250.180.168 443 10 0 6953 3 0 0 0 1 1 21078.001708984375 81610.927734375 8192 www.googletagmanager.com - 160 0 www.googletagmanager.com - 142.250.180.168@443_192.168.84.55@39594 "1970-01-01 00:00:21.078001709" "1970-01-01 00:01:21.610927734" www.googletagmanager.com HTTP/1.x-HTTP/2_null 1.83KB 6.79KB "0.00 kbits" "0.00 kbits"
192.168.84.55 33254 11 0 1832 3 0 0 0 1 1 18.66.196.125 443 11 0 6258 4 0 0 0 1 1 21182.4619140625 81617.71850585938 8192 static.adsafeprotected.com - 160 0 static.adsafeprotected.com - 18.66.196.125@443_192.168.84.55@33254 "1970-01-01 00:00:21.182461914" "1970-01-01 00:01:21.617718506" static.adsafeprotected.com HTTP/1.x-HTTP/2_null 1.79KB 6.11KB "0.00 kbits" "0.00 kbits"
192.168.84.55 51124 12 0 1872 4 1 410 0 1 1 142.251.209.46 443 11 0 6954 3 0 0 0 1 1 21712.90771484375 82083.74682617188 8192 www.google-analytics.com - 160 0 www.google-analytics.com - 142.251.209.46@443_192.168.84.55@51124 "1970-01-01 00:00:21.712907715" "1970-01-01 00:01:22.083746826" analytics.com HTTP/1.x-HTTP/2_null 1.83KB 6.79KB "0.00 kbits" "0.00 kbits"
192.168.84.55 38118 11 0 1849 3 0 0 0 1 1 142.250.180.142 443 10 0 8810 3 0 0 0 1 1 23223.671875 83596.44482421875 8192 fundingchoicesmessages.google.com - 160 0 fundingchoicesmessages.google.com - 142.250.180.142@443_192.168.84.55@38118 "1970-01-01 00:00:23.223671875" "1970-01-01 00:01:23.596444824" fundingchoicesmessages.google.com HTTP/1.x-HTTP/2_null 1.81KB 8.60KB "0.00 kbits" "0.00 kbits"
192.168.84.55 47382 11 0 1907 3 0 0 0 1 1 216.58.205.34 443 10 0 6594 3 0 0 0 1 1 22151.31787109375 83599.78271484375 8192 googleads.g.doubleclick.net - 160 0 googleads.g.doubleclick.net - 216.58.205.34@443_192.168.84.55@47382 "1970-01-01 00:00:22.151317871" "1970-01-01 00:01:23.599782715" g.doubleclick.net HTTP/1.x-HTTP/2_null 1.86KB 6.44KB "0.00 kbits" "0.00 kbits"
192.168.84.55 59356 12 0 1908 3 0 0 0 1 1 216.239.34.36 443 11 0 6967 4 0 0 0 1 1 22272.825927734375 83599.802734375 8192 region1.analytics.google.com - 160 0 region1.analytics.google.com - 216.239.34.36@443_192.168.84.55@59356 "1970-01-01 00:00:22.272825928" "1970-01-01 00:01:23.599802734" analytics.google.com HTTP/1.x-HTTP/2_null 1.86KB 6.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 42186 164 1 10773 14 1 705 0 1 0 91.81.129.236 443 188 0 2313570 173 0 0 0 1 1 33544.5068359375 85534.66455078125 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.129.236@443_192.168.84.55@42186 "1970-01-01 00:00:33.544506835" "1970-01-01 00:01:25.534664551" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 10.52KB 2.21MB "0.00 kbits" "0.36 kbits"
192.168.84.55 38120 12 0 1881 3 0 0 0 1 1 142.250.180.142 443 11 0 8810 4 1 996 0 1 1 24294.92578125 85594.90869140625 8192 fundingchoicesmessages.google.com - 160 0 fundingchoicesmessages.google.com - 142.250.180.142@443_192.168.84.55@38120 "1970-01-01 00:00:24.294925781" "1970-01-01 00:01:25.594908691" fundingchoicesmessages.google.com HTTP/1.x-HTTP/2_null 1.84KB 8.60KB "0.00 kbits" "0.00 kbits"
192.168.84.55 36860 44 0 3223 11 1 479 0 1 1 18.193.5.113 443 49 0 75774 35 2 1936 0 1 1 11968.171875 90367.1337890625 8192 startup.core.indazn.com core.indazn.com 160 128 startup.core.indazn.com - 18.193.5.113@443_192.168.84.55@36860 "1970-01-01 00:00:11.968171875" "1970-01-01 00:01:30.367133789" core.indazn.com HTTP/1.x-HTTP/2_HTTP/2 3.15KB 74.00KB "0.00 kbits" "0.01 kbits"
192.168.84.55 44616 27 1 10090 15 0 0 0 1 1 35.156.96.205 443 34 0 17682 17 0 0 0 1 0 13357.665771484375 91095.1337890625 8192 segmentation-service-api.discovery.indazn.com discovery.indazn.com 160 128 segmentation-service-api.discovery.indazn.com - 35.156.96.205@443_192.168.84.55@44616 "1970-01-01 00:00:13.357665771" "1970-01-01 00:01:31.095133789" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2 9.85KB 17.27KB "0.00 kbits" "0.00 kbits"
192.168.84.55 48836 22 0 4606 12 0 0 0 1 1 35.157.103.159 443 26 0 6547 11 0 0 0 1 1 13357.7685546875 91131.22973632812 8192 partner-integration.ar.indazn.com partner-integration.ar.indazn.com 160 128 partner-integration.ar.indazn.com - 35.157.103.159@443_192.168.84.55@48836 "1970-01-01 00:00:13.357768555" "1970-01-01 00:01:31.131229736" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2 4.50KB 6.39KB "0.00 kbits" "0.00 kbits"
192.168.84.55 34338 11 0 1894 3 0 0 0 1 1 199.127.194.108 443 10 0 6434 3 0 0 0 1 1 33052.8408203125 93795.74389648438 8192 4ae1981d8d1a370d08bf3d24f50f5baf47ef1b62.cws.conviva.com - 160 0 4ae1981d8d1a370d08bf3d24f50f5baf47ef1b62.cws.conviva.com - 199.127.194.108@443_192.168.84.55@34338 "1970-01-01 00:00:33.052840820" "1970-01-01 00:01:33.795743896" cws.conviva.com HTTP/1.x-HTTP/2_null 1.85KB 6.28KB "0.00 kbits" "0.00 kbits"
192.168.84.55 57880 42 1 8138 24 1 181 0 1 1 3.75.98.239 443 43 0 6717 17 2 918 0 1 0 14118.0048828125 94339.52490234375 8192 user-message.gateway.indazn.com - 160 0 user-message.gateway.indazn.com - 3.75.98.239@443_192.168.84.55@57880 "1970-01-01 00:00:14.118004883" "1970-01-01 00:01:34.339524902" gateway.indazn.com HTTP/1.x-HTTP/2_null 7.95KB 6.56KB "0.00 kbits" "0.00 kbits"
192.168.84.55 47036 39 1 18401 28 0 0 0 1 1 52.223.29.147 443 45 0 8821 18 0 0 0 1 0 37392.809814453125 106478.95971679688 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@47036 "1970-01-01 00:00:37.392809814" "1970-01-01 00:01:46.478959717" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 17.97KB 8.61KB "0.00 kbits" "0.00 kbits"
192.168.84.55 44532 13 0 4315 6 0 0 0 1 1 52.223.29.147 443 16 0 5941 7 0 0 0 1 1 121499.31372070312 131771.81176757812 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@44532 "1970-01-01 00:02:01.499313721" "1970-01-01 00:02:11.771811768" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.21KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 55072 10 0 2201 3 0 0 0 1 1 91.81.128.189 443 10 0 4022 4 0 0 0 1 1 129740.15576171875 135583.11450195312 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@55072 "1970-01-01 00:02:09.740155762" "1970-01-01 00:02:15.583114502" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.15KB 3.93KB "0.00 kbits" "0.01 kbits"
192.168.84.55 57946 15 0 4386 6 0 0 0 1 1 52.223.29.147 443 17 0 5940 8 0 0 0 1 1 140339.27490234375 150623.57177734375 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@57946 "1970-01-01 00:02:20.339274902" "1970-01-01 00:02:30.623571777" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.28KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 46020 18 0 4874 8 0 0 0 1 1 52.28.71.195 443 19 0 6751 8 0 0 0 1 1 152557.3876953125 162868.6357421875 8192 concurrency.playback.indazn.com playback.indazn.com 160 128 concurrency.playback.indazn.com - 52.28.71.195@443_192.168.84.55@46020 "1970-01-01 00:02:32.557387695" "1970-01-01 00:02:42.868635742" playback.indazn.com HTTP/1.x-HTTP/2_HTTP/2 4.76KB 6.59KB "0.00 kbits" "0.01 kbits"
192.168.84.55 54236 14 0 4345 6 0 0 0 1 1 52.223.29.147 443 17 0 5940 8 0 0 0 1 1 156376.02587890625 166639.7958984375 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@54236 "1970-01-01 00:02:36.376025879" "1970-01-01 00:02:46.639795898" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.24KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 59996 14 0 4309 7 0 0 0 1 1 52.223.29.147 443 15 0 701 6 0 0 0 1 1 200384.23852539062 210662.22290039062 8192 italy.scorecardresearch.com - 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@59996 "1970-01-01 00:03:20.384238525" "1970-01-01 00:03:30.662222900" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.21KB 701.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 40180 176 0 198811 156 1 600 0 1 1 162.247.243.29 443 155 0 5306 15 0 0 0 1 1 30262.58056640625 210689.462890625 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@40180 "1970-01-01 00:00:30.262580566" "1970-01-01 00:03:30.689462891" data.net HTTP/1.x-HTTP/2_null 194.15KB 5.18KB "0.01 kbits" "0.00 kbits"
192.168.84.55 57826 28 0 4239 11 0 0 0 1 1 93.184.221.165 443 30 0 5897 13 0 0 0 1 1 22283.974853515625 219522.505859375 8192 t.co - 160 0 t.co - 93.184.221.165@443_192.168.84.55@57826 "1970-01-01 00:00:22.283974854" "1970-01-01 00:03:39.522505858" t.co HTTP/1.x-HTTP/2_null 4.14KB 5.76KB "0.00 kbits" "0.00 kbits"
192.168.84.55 45436 18 1 4821 13 0 0 0 1 1 3.126.67.130 443 23 0 576 9 0 0 0 1 0 32722.710693359375 232729.67993164062 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@45436 "1970-01-01 00:00:32.722710693" "1970-01-01 00:03:52.729679932" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.71KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 45450 17 1 2770 12 0 0 0 1 1 3.126.67.130 443 22 0 576 9 0 0 0 1 0 34285.432861328125 232729.70092773438 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@45450 "1970-01-01 00:00:34.285432861" "1970-01-01 00:03:52.729700928" pubby.indazn.com HTTP/1.x_HTTP/1.x 2.71KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 45414 21 1 4828 13 0 0 0 1 1 3.126.67.130 443 26 0 607 11 1 31 0 1 0 30555.56982421875 232732.95092773438 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@45414 "1970-01-01 00:00:30.555569824" "1970-01-01 00:03:52.732950928" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.71KB 607.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 45426 22 1 4447 17 0 0 0 1 1 3.126.67.130 443 27 0 576 9 0 0 0 1 0 31713.019775390625 232732.9765625 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@45426 "1970-01-01 00:00:31.713019775" "1970-01-01 00:03:52.732976562" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.34KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 44508 32 0 21807 20 0 0 0 1 1 162.247.243.29 443 29 0 1691 4 0 0 0 1 1 23593.4765625 232881.78881835938 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@44508 "1970-01-01 00:00:23.593476562" "1970-01-01 00:03:52.881788818" data.net HTTP/1.x-HTTP/2_null 21.30KB 1.65KB "0.00 kbits" "0.00 kbits"
192.168.84.55 48752 12 0 2013 4 0 0 0 1 1 13.107.5.93 443 15 0 9000 8 0 0 0 1 1 235990.43774414062 241343.84252929688 8192 default.exp-tas.com - 32 0 default.exp-tas.com - 13.107.5.93@443_192.168.84.55@48752 "1970-01-01 00:03:55.990437744" "1970-01-01 00:04:01.343842529" tas.com HTTP/1.x_null 1.97KB 8.79KB "0.00 kbits" "0.01 kbits"
192.168.84.55 48686 26 0 9699 15 1 380 0 1 1 52.223.29.147 443 28 0 7021 11 0 0 0 1 1 216379.14892578125 242898.84887695312 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@48686 "1970-01-01 00:03:36.379148926" "1970-01-01 00:04:02.898848877" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 9.47KB 6.86KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40048 11 1 2776 6 0 0 0 1 1 3.126.190.144 443 11 0 390 3 0 0 0 1 0 234014.16381835938 250265.595703125 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.190.144@443_192.168.84.55@40048 "1970-01-01 00:03:54.014163818" "1970-01-01 00:04:10.265595703" pubby.indazn.com HTTP/1.x_HTTP/1.x 2.71KB 390.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 40034 15 1 4597 7 0 0 0 1 1 3.126.190.144 443 14 0 5850 7 0 0 0 1 0 233015.07177734375 250270.31689453125 8192 pubby.indazn.com pubby.indazn.com 32 32 pubby.indazn.com - 3.126.190.144@443_192.168.84.55@40034 "1970-01-01 00:03:53.015071777" "1970-01-01 00:04:10.270316895" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.49KB 5.71KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40050 13 1 4515 7 0 0 0 1 1 3.126.190.144 443 12 0 421 4 0 0 0 1 0 234594.61669921875 250270.3388671875 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.190.144@443_192.168.84.55@40050 "1970-01-01 00:03:54.594616699" "1970-01-01 00:04:10.270338867" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.41KB 421.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 50722 10 0 2137 3 0 0 0 1 1 91.81.128.189 443 9 0 571 3 0 0 0 1 1 252737.552734375 258443.00170898438 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@50722 "1970-01-01 00:04:12.737552734" "1970-01-01 00:04:18.443001709" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.09KB 571.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 42314 275 0 334190 250 0 0 0 1 1 3.65.161.88 443 256 0 7615 37 1 77 0 1 1 91987.22778320312 272323.298828125 8192 total-rekall.metrics.indazn.com metrics.indazn.com 160 128 total-rekall.metrics.indazn.com - 3.65.161.88@443_192.168.84.55@42314 "1970-01-01 00:01:31.987227783" "1970-01-01 00:04:32.323298828" metrics.indazn.com HTTP/1.x-HTTP/2_HTTP/2 326.36KB 7.44KB "0.01 kbits" "0.00 kbits"
192.168.84.55 55864 21 0 9410 14 0 0 0 1 0 35.71.191.239 443 24 1 1421 8 0 0 0 1 0 257158.21484375 276125.0104980469 8192 italy.scorecardresearch.com - 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@55864 "1970-01-01 00:04:17.158214844" "1970-01-01 00:04:36.125010498" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 9.19KB 1.39KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40134 113 0 132452 100 0 0 0 1 1 162.247.243.29 443 96 0 2136 5 0 0 0 1 1 30155.808837890625 280873.7097167969 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@40134 "1970-01-01 00:00:30.155808838" "1970-01-01 00:04:40.873709717" data.net HTTP/1.x-HTTP/2_null 129.35KB 2.09KB "0.00 kbits" "0.00 kbits"
